;Date;Index;Value
4631;10/07/2021;Volume;1179686219
4632;11/07/2021;Volume;1189805384
4633;12/07/2021;Volume;1614469810
4634;13/07/2021;Volume;1231759805
4635;14/07/2021;Volume;1646743038
4636;15/07/2021;Volume;2242114046
4637;16/07/2021;Volume;1688212208
4638;17/07/2021;Volume;1298507379
4639;18/07/2021;Volume;1254819647
4640;19/07/2021;Volume;1514754521
4641;20/07/2021;Volume;1819454491
4642;21/07/2021;Volume;1957623339
4643;22/07/2021;Volume;1495118544
4644;23/07/2021;Volume;1849700307
4645;24/07/2021;Volume;1644709273
4646;25/07/2021;Volume;1351522797
4647;26/07/2021;Volume;2572081528
4648;27/07/2021;Volume;1870220991
4649;28/07/2021;Volume;1626648048
4650;29/07/2021;Volume;1384576144
4651;30/07/2021;Volume;1588918308
4652;31/07/2021;Volume;1717984015
4653;01/08/2021;Volume;1788390755
4654;02/08/2021;Volume;1348495243
4655;03/08/2021;Volume;1365471563
4656;04/08/2021;Volume;1279262186
4657;05/08/2021;Volume;1551187442
4658;06/08/2021;Volume;1623970506
4659;07/08/2021;Volume;1903003766
4660;08/08/2021;Volume;1547133821
4661;09/08/2021;Volume;1648422571
4662;10/08/2021;Volume;2150475826
4663;11/08/2021;Volume;2542670896
4664;12/08/2021;Volume;2217067872
4665;13/08/2021;Volume;1724229835
4666;14/08/2021;Volume;2023364348
4667;15/08/2021;Volume;1826134192
4668;16/08/2021;Volume;2620571467
4669;17/08/2021;Volume;2572609791
4670;18/08/2021;Volume;2288117050
4671;19/08/2021;Volume;2549215331
4672;20/08/2021;Volume;2451578694
4673;21/08/2021;Volume;2120660728
4674;22/08/2021;Volume;1826865701
4675;23/08/2021;Volume;3857489743
4676;24/08/2021;Volume;2978438301
4677;25/08/2021;Volume;3289398273
4678;26/08/2021;Volume;3277913533
4679;27/08/2021;Volume;2563319587
4680;28/08/2021;Volume;1676741698
4681;29/08/2021;Volume;1763538464
4682;30/08/2021;Volume;2007036766
4683;31/08/2021;Volume;2378049328
4684;01/09/2021;Volume;2303587593
4685;02/09/2021;Volume;2324361979
4686;03/09/2021;Volume;2051522050
4687;04/09/2021;Volume;2310249697
4688;05/09/2021;Volume;1899639214
4689;06/09/2021;Volume;2206397359
4690;07/09/2021;Volume;4471687569
4691;08/09/2021;Volume;2940929033
4692;09/09/2021;Volume;2392139922
4693;10/09/2021;Volume;2306735739
4694;11/09/2021;Volume;1567255682
4695;12/09/2021;Volume;1671909230
4696;13/09/2021;Volume;2194763765
4697;14/09/2021;Volume;1598465255
4698;15/09/2021;Volume;1838828414
4699;16/09/2021;Volume;1720989872
4700;17/09/2021;Volume;1516642578
4701;18/09/2021;Volume;1310349981
4702;19/09/2021;Volume;1243314915
4703;20/09/2021;Volume;2344102082
4704;21/09/2021;Volume;2045164899
4705;22/09/2021;Volume;1678913732
4706;23/09/2021;Volume;1576382603
4707;24/09/2021;Volume;2081157733
4708;25/09/2021;Volume;1388464569
4709;26/09/2021;Volume;1958526741
4710;27/09/2021;Volume;1507056912
4711;28/09/2021;Volume;1294330921
4712;29/09/2021;Volume;2385693434
4713;30/09/2021;Volume;1796235646
4714;01/10/2021;Volume;2162493378
4715;02/10/2021;Volume;1740937420
4716;03/10/2021;Volume;1470899248
4717;04/10/2021;Volume;1647171955
4718;05/10/2021;Volume;1526827785
4719;06/10/2021;Volume;2006344571
4720;07/10/2021;Volume;1962989705
4721;08/10/2021;Volume;2678048368
4722;09/10/2021;Volume;1404867667
4723;10/10/2021;Volume;1437068558
4724;11/10/2021;Volume;1473121389
4725;12/10/2021;Volume;3142304145
4726;13/10/2021;Volume;5149146903
4727;14/10/2021;Volume;2486819344
4728;15/10/2021;Volume;2804538828
4729;16/10/2021;Volume;1904086807
4730;17/10/2021;Volume;1646437501
4731;18/10/2021;Volume;1999805026
4732;19/10/2021;Volume;1844483840
4733;20/10/2021;Volume;1890415594
4734;21/10/2021;Volume;3081793454
4735;22/10/2021;Volume;1962748496
4736;23/10/2021;Volume;1170864603
4737;24/10/2021;Volume;1246191889
4738;25/10/2021;Volume;1337787876
4739;26/10/2021;Volume;1486193826
4740;27/10/2021;Volume;2340091135
4741;28/10/2021;Volume;2626956133
4742;29/10/2021;Volume;2667451365
4743;30/10/2021;Volume;2194893915
4744;31/10/2021;Volume;2076289915
4745;01/11/2021;Volume;2535579529
4746;02/11/2021;Volume;2401108112
4747;03/11/2021;Volume;2567651316
4748;04/11/2021;Volume;2260479871
4749;05/11/2021;Volume;3675930507
4750;06/11/2021;Volume;2779927044
4751;07/11/2021;Volume;3017167868
4752;08/11/2021;Volume;2828112534
4753;09/11/2021;Volume;2198989754
4754;10/11/2021;Volume;3653998344
4755;11/11/2021;Volume;2341652507
4756;12/11/2021;Volume;2209163398
4757;13/11/2021;Volume;2106170805
4758;14/11/2021;Volume;2101401990
4759;15/11/2021;Volume;2146877925
4760;16/11/2021;Volume;3772957260
4761;17/11/2021;Volume;2704847734
4762;18/11/2021;Volume;2917116815
4763;19/11/2021;Volume;2481119529
4764;20/11/2021;Volume;2336197759
4765;21/11/2021;Volume;2055539646
4766;22/11/2021;Volume;2251971535
4767;23/11/2021;Volume;2927434189
4768;24/11/2021;Volume;2917418688
4769;25/11/2021;Volume;2537227998
4770;26/11/2021;Volume;4254504824
4771;27/11/2021;Volume;2485529516
4772;28/11/2021;Volume;2731676788
4773;29/11/2021;Volume;2425803182
4774;30/11/2021;Volume;2781531694
4775;01/12/2021;Volume;2806563703
4776;02/12/2021;Volume;2810005248
