;Date;Index;Value
3862;02/06/2019;Volume;461362658
3863;03/06/2019;Volume;417996141
3864;04/06/2019;Volume;421064886
3865;05/06/2019;Volume;464095694
3866;06/06/2019;Volume;416584078
3867;07/06/2019;Volume;342881981
3868;08/06/2019;Volume;428041268
3869;09/06/2019;Volume;336574887
3870;10/06/2019;Volume;459590416
3871;11/06/2019;Volume;393897651
3872;12/06/2019;Volume;547786335
3873;13/06/2019;Volume;512885462
3874;14/06/2019;Volume;737850145
3875;15/06/2019;Volume;489033316
3876;16/06/2019;Volume;389404410
3877;17/06/2019;Volume;439337220
3878;18/06/2019;Volume;484975596
3879;19/06/2019;Volume;509791358
3880;20/06/2019;Volume;636578809
3881;21/06/2019;Volume;438604247
3882;22/06/2019;Volume;428828573
3883;23/06/2019;Volume;369969675
3884;24/06/2019;Volume;329001838
3885;25/06/2019;Volume;293163090
3886;26/06/2019;Volume;444226052
3887;27/06/2019;Volume;375392572
3888;28/06/2019;Volume;337534352
3889;29/06/2019;Volume;369705514
3890;30/06/2019;Volume;286632252
3891;01/07/2019;Volume;290190904
3892;02/07/2019;Volume;348029977
3893;03/07/2019;Volume;248895676
3894;04/07/2019;Volume;348186707
3895;05/07/2019;Volume;232575484
3896;06/07/2019;Volume;187247411
3897;07/07/2019;Volume;198859381
3898;08/07/2019;Volume;257698795
3899;09/07/2019;Volume;210904382
3900;10/07/2019;Volume;270511687
3901;11/07/2019;Volume;251161946
3902;12/07/2019;Volume;417842730
3903;13/07/2019;Volume;273938894
3904;14/07/2019;Volume;299523499
3905;15/07/2019;Volume;384045964
3906;16/07/2019;Volume;439515318
3907;17/07/2019;Volume;572389805
3908;18/07/2019;Volume;711895799
3909;19/07/2019;Volume;483963124
3910;20/07/2019;Volume;367891866
3911;21/07/2019;Volume;285097790
3912;22/07/2019;Volume;416965642
3913;23/07/2019;Volume;324109274
3914;24/07/2019;Volume;265315497
3915;25/07/2019;Volume;248126220
3916;26/07/2019;Volume;231263489
3917;27/07/2019;Volume;191655093
3918;28/07/2019;Volume;163990878
3919;29/07/2019;Volume;146207597
3920;30/07/2019;Volume;148410035
3921;31/07/2019;Volume;202950576
3922;01/08/2019;Volume;287326494
3923;02/08/2019;Volume;197026849
3924;03/08/2019;Volume;153702445
3925;04/08/2019;Volume;136844756
3926;05/08/2019;Volume;183750146
3927;06/08/2019;Volume;192614971
3928;07/08/2019;Volume;314659493
3929;08/08/2019;Volume;404379079
3930;09/08/2019;Volume;222912268
3931;10/08/2019;Volume;248736115
3932;11/08/2019;Volume;263951565
3933;12/08/2019;Volume;278357603
3934;13/08/2019;Volume;241841209
3935;14/08/2019;Volume;227534067
3936;15/08/2019;Volume;248072109
3937;16/08/2019;Volume;203654965
3938;17/08/2019;Volume;196083314
3939;18/08/2019;Volume;229491438
3940;19/08/2019;Volume;259250527
3941;20/08/2019;Volume;209875661
3942;21/08/2019;Volume;198468093
3943;22/08/2019;Volume;193368566
3944;23/08/2019;Volume;195437616
3945;24/08/2019;Volume;164452279
3946;25/08/2019;Volume;165296408
3947;26/08/2019;Volume;277691463
3948;27/08/2019;Volume;196715449
3949;28/08/2019;Volume;206092745
3950;29/08/2019;Volume;200824073
3951;30/08/2019;Volume;196253457
3952;31/08/2019;Volume;167589166
3953;01/09/2019;Volume;173772205
3954;02/09/2019;Volume;237417710
3955;03/09/2019;Volume;181166381
3956;04/09/2019;Volume;148909991
3957;05/09/2019;Volume;259054353
3958;06/09/2019;Volume;240129733
3959;07/09/2019;Volume;203280778
3960;08/09/2019;Volume;175027324
3961;09/09/2019;Volume;155543678
3962;10/09/2019;Volume;139754246
3963;11/09/2019;Volume;147044919
3964;12/09/2019;Volume;202313591
3965;13/09/2019;Volume;171327680
3966;14/09/2019;Volume;163028906
3967;15/09/2019;Volume;151856190
3968;16/09/2019;Volume;143466438
3969;17/09/2019;Volume;209209108
3970;18/09/2019;Volume;369440814
3971;19/09/2019;Volume;249524458
3972;20/09/2019;Volume;198988737
3973;21/09/2019;Volume;175114438
3974;22/09/2019;Volume;153747684
3975;23/09/2019;Volume;146934616
3976;24/09/2019;Volume;229488109
3977;25/09/2019;Volume;179697117
3978;26/09/2019;Volume;157594803
3979;27/09/2019;Volume;139548410
3980;28/09/2019;Volume;123900187
3981;29/09/2019;Volume;109712932
3982;30/09/2019;Volume;124329060
3983;01/10/2019;Volume;125165661
3984;02/10/2019;Volume;106103588
3985;03/10/2019;Volume;117720712
3986;04/10/2019;Volume;121510968
3987;05/10/2019;Volume;123665932
3988;06/10/2019;Volume;116659103
3989;07/10/2019;Volume;147393768
3990;08/10/2019;Volume;135346905
3991;09/10/2019;Volume;295619363
3992;10/10/2019;Volume;236960467
3993;11/10/2019;Volume;194750430
3994;12/10/2019;Volume;228500831
3995;13/10/2019;Volume;275090600
3996;14/10/2019;Volume;246674814
3997;15/10/2019;Volume;325479444
3998;16/10/2019;Volume;229668087
3999;17/10/2019;Volume;250474298
4000;18/10/2019;Volume;208244557
4001;19/10/2019;Volume;211728668
4002;20/10/2019;Volume;225458859
4003;21/10/2019;Volume;188130463
4004;22/10/2019;Volume;234929207
4005;23/10/2019;Volume;201092098
4006;24/10/2019;Volume;200253301
4007;25/10/2019;Volume;344418868
4008;26/10/2019;Volume;292124012
4009;27/10/2019;Volume;292948855
4010;28/10/2019;Volume;337867337
4011;29/10/2019;Volume;317609149
4012;30/10/2019;Volume;250293832
4013;31/10/2019;Volume;250225840
4014;01/11/2019;Volume;198377285
4015;02/11/2019;Volume;273890078
4016;03/11/2019;Volume;257571666
4017;04/11/2019;Volume;296502530
4018;05/11/2019;Volume;263685442
4019;06/11/2019;Volume;241489968
4020;07/11/2019;Volume;222003636
4021;08/11/2019;Volume;184596047
4022;09/11/2019;Volume;176812608
4023;10/11/2019;Volume;239714468
4024;11/11/2019;Volume;209454454
4025;12/11/2019;Volume;227650068
4026;13/11/2019;Volume;252296146
4027;14/11/2019;Volume;237992230
4028;15/11/2019;Volume;225530775
4029;16/11/2019;Volume;211016746
4030;17/11/2019;Volume;224982344
4031;18/11/2019;Volume;224380017
4032;19/11/2019;Volume;206923366
4033;20/11/2019;Volume;210091849
4034;21/11/2019;Volume;228429806
4035;22/11/2019;Volume;341456274
4036;23/11/2019;Volume;255961052
4037;24/11/2019;Volume;232363837
4038;25/11/2019;Volume;242510343
4039;26/11/2019;Volume;205893351
4040;27/11/2019;Volume;255021618
4041;28/11/2019;Volume;194516396
4042;29/11/2019;Volume;250074235
4043;30/11/2019;Volume;213428131
4044;01/12/2019;Volume;203268417
4045;02/12/2019;Volume;200809249
4046;03/12/2019;Volume;219927266
4047;04/12/2019;Volume;237605471
4048;05/12/2019;Volume;255410908
4049;06/12/2019;Volume;236694082
4050;07/12/2019;Volume;242693199
4051;08/12/2019;Volume;223721643
4052;09/12/2019;Volume;209955476
4053;10/12/2019;Volume;192615787
4054;11/12/2019;Volume;170909631
4055;12/12/2019;Volume;165964330
4056;13/12/2019;Volume;177476227
4057;14/12/2019;Volume;173092733
4058;15/12/2019;Volume;167670329
4059;16/12/2019;Volume;178952097
4060;17/12/2019;Volume;186995962
4061;18/12/2019;Volume;234697405
4062;19/12/2019;Volume;174965245
4063;20/12/2019;Volume;203861105
4064;21/12/2019;Volume;192827533
4065;22/12/2019;Volume;204111890
4066;23/12/2019;Volume;159105887
4067;24/12/2019;Volume;177372409
4068;25/12/2019;Volume;152718120
4069;26/12/2019;Volume;157660620
4070;27/12/2019;Volume;164413385
4071;28/12/2019;Volume;197525901
4072;29/12/2019;Volume;225354585
4073;30/12/2019;Volume;187275635
4074;31/12/2019;Volume;166278254
4075;01/01/2020;Volume;172980718
4076;02/01/2020;Volume;156376427
4077;03/01/2020;Volume;173683857
4078;04/01/2020;Volume;182230374
4079;05/01/2020;Volume;202552703
4080;06/01/2020;Volume;224800409
4081;07/01/2020;Volume;191948560
4082;08/01/2020;Volume;183632222
4083;09/01/2020;Volume;169699829
4084;10/01/2020;Volume;200173072
4085;11/01/2020;Volume;201663503
4086;12/01/2020;Volume;231150158
4087;13/01/2020;Volume;211785744
4088;14/01/2020;Volume;299316969
4089;15/01/2020;Volume;380806616
4090;16/01/2020;Volume;260423404
4091;17/01/2020;Volume;347229168
4092;18/01/2020;Volume;257317647
4093;19/01/2020;Volume;266285621
4094;20/01/2020;Volume;245125919
4095;21/01/2020;Volume;295922233
4096;22/01/2020;Volume;237634401
4097;23/01/2020;Volume;221009513
4098;24/01/2020;Volume;213341615
4099;25/01/2020;Volume;208315919
4100;26/01/2020;Volume;248646036
4101;27/01/2020;Volume;227584506
4102;28/01/2020;Volume;257579475
4103;29/01/2020;Volume;221674739
4104;30/01/2020;Volume;264686498
4105;31/01/2020;Volume;245035922
4106;01/02/2020;Volume;238461925
4107;02/02/2020;Volume;256209045
4108;03/02/2020;Volume;227749150
4109;04/02/2020;Volume;213533737
4110;05/02/2020;Volume;301486499
4111;06/02/2020;Volume;394704716
4112;07/02/2020;Volume;485529457
4113;08/02/2020;Volume;376067881
4114;09/02/2020;Volume;523664695
4115;10/02/2020;Volume;730144278
4116;11/02/2020;Volume;567226060
4117;12/02/2020;Volume;492328618
4118;13/02/2020;Volume;463998187
4119;14/02/2020;Volume;471534694
4120;15/02/2020;Volume;454859713
4121;16/02/2020;Volume;471225913
4122;17/02/2020;Volume;418783808
4123;18/02/2020;Volume;392689678
4124;19/02/2020;Volume;298250332
4125;20/02/2020;Volume;358656850
4126;21/02/2020;Volume;396181352
4127;22/02/2020;Volume;328794302
4128;23/02/2020;Volume;439036993
4129;24/02/2020;Volume;357640680
4130;25/02/2020;Volume;356163893
4131;26/02/2020;Volume;443909390
4132;27/02/2020;Volume;406092296
4133;28/02/2020;Volume;461435237
4134;29/02/2020;Volume;584219366
4135;01/03/2020;Volume;380913102
4136;02/03/2020;Volume;428747453
4137;03/03/2020;Volume;355662760
4138;04/03/2020;Volume;363898093
4139;05/03/2020;Volume;424802925
4140;06/03/2020;Volume;449180749
4141;07/03/2020;Volume;337204407
4142;08/03/2020;Volume;365362955
4143;09/03/2020;Volume;417649798
4144;10/03/2020;Volume;360300206
4145;11/03/2020;Volume;288383091
4146;12/03/2020;Volume;444641540
4147;13/03/2020;Volume;681143272
4148;14/03/2020;Volume;301943026
4149;15/03/2020;Volume;336142093
4150;16/03/2020;Volume;314940366
4151;17/03/2020;Volume;288591005
4152;18/03/2020;Volume;264539835
4153;19/03/2020;Volume;407534104
4154;20/03/2020;Volume;433929425
4155;21/03/2020;Volume;386174572
4156;22/03/2020;Volume;308670064
4157;23/03/2020;Volume;359015601
4158;24/03/2020;Volume;333522129
4159;25/03/2020;Volume;288895593
4160;26/03/2020;Volume;299218749
4161;27/03/2020;Volume;263730266
4162;28/03/2020;Volume;256061862
4163;29/03/2020;Volume;218854042
4164;30/03/2020;Volume;305631180
4165;31/03/2020;Volume;372566080
4166;01/04/2020;Volume;332222983
4167;02/04/2020;Volume;398592822
4168;03/04/2020;Volume;406426751
4169;04/04/2020;Volume;416644565
4170;05/04/2020;Volume;398954313
4171;06/04/2020;Volume;491814166
4172;07/04/2020;Volume;452816635
4173;08/04/2020;Volume;434986928
4174;09/04/2020;Volume;444821353
4175;10/04/2020;Volume;394331907
4176;11/04/2020;Volume;364313702
4177;12/04/2020;Volume;414752932
4178;13/04/2020;Volume;459561236
4179;14/04/2020;Volume;515331620
4180;15/04/2020;Volume;425648054
4181;16/04/2020;Volume;478820058
4182;17/04/2020;Volume;
4183;18/04/2020;Volume;479760692
4184;19/04/2020;Volume;402957217
4185;20/04/2020;Volume;398870343
4186;21/04/2020;Volume;390367736
4187;22/04/2020;Volume;395820106
4188;23/04/2020;Volume;446947832
4189;24/04/2020;Volume;375266800
4190;25/04/2020;Volume;362345240
4191;26/04/2020;Volume;400076436
4192;27/04/2020;Volume;389838383
4193;28/04/2020;Volume;361059754
4194;29/04/2020;Volume;463165164
4195;30/04/2020;Volume;498015944
4196;01/05/2020;Volume;453439052
4197;02/05/2020;Volume;393955300
4198;03/05/2020;Volume;381109061
4199;04/05/2020;Volume;390548947
4200;05/05/2020;Volume;358987881
4201;06/05/2020;Volume;364717662
4202;07/05/2020;Volume;414976837
4203;08/05/2020;Volume;382131707
4204;09/05/2020;Volume;365221789
4205;10/05/2020;Volume;436166815
4206;11/05/2020;Volume;404659513
4207;12/05/2020;Volume;394508013
4208;13/05/2020;Volume;359517914
4209;14/05/2020;Volume;388231861
4210;15/05/2020;Volume;340889408
4211;16/05/2020;Volume;339913391
4212;17/05/2020;Volume;329675187
4213;18/05/2020;Volume;337613743
4214;19/05/2020;Volume;351679092
4215;20/05/2020;Volume;305581860
4216;21/05/2020;Volume;283593221
4217;22/05/2020;Volume;308017283
4218;23/05/2020;Volume;281071630
4219;24/05/2020;Volume;250849075
4220;25/05/2020;Volume;295250983
4221;26/05/2020;Volume;264787793
4222;27/05/2020;Volume;289787288
4223;28/05/2020;Volume;307231707
4224;29/05/2020;Volume;302410995
4225;30/05/2020;Volume;330991078
4226;31/05/2020;Volume;306613468
4227;01/06/2020;Volume;343444957
4228;02/06/2020;Volume;285916007
4229;03/06/2020;Volume;278598569
4230;04/06/2020;Volume;251564500
4231;05/06/2020;Volume;264892611
4232;06/06/2020;Volume;247410758
4233;07/06/2020;Volume;229571456
4234;08/06/2020;Volume;201873195
4235;09/06/2020;Volume;203076335
4236;10/06/2020;Volume;218805704
4237;11/06/2020;Volume;214293278
4238;12/06/2020;Volume;220884223
4239;13/06/2020;Volume;217773557
4240;14/06/2020;Volume;197988813
4241;15/06/2020;Volume;205913863
4242;16/06/2020;Volume;197512179
4243;17/06/2020;Volume;190623459
4244;18/06/2020;Volume;176409002
4245;19/06/2020;Volume;160670035
4246;20/06/2020;Volume;158722069
4247;21/06/2020;Volume;151504787
4248;22/06/2020;Volume;181943736
4249;23/06/2020;Volume;165960947
4250;24/06/2020;Volume;168239834
4251;25/06/2020;Volume;143049947
4252;26/06/2020;Volume;136599245
4253;27/06/2020;Volume;152435707
4254;28/06/2020;Volume;159817886
4255;29/06/2020;Volume;167963469
4256;30/06/2020;Volume;151582461
4257;01/07/2020;Volume;159837869
4258;02/07/2020;Volume;151839908
4259;03/07/2020;Volume;138591561
4260;04/07/2020;Volume;146316736
4261;05/07/2020;Volume;138494209
4262;06/07/2020;Volume;172232440
4263;07/07/2020;Volume;196296818
4264;08/07/2020;Volume;212383912
4265;09/07/2020;Volume;179705380
4266;10/07/2020;Volume;174222029
4267;11/07/2020;Volume;186743534
4268;12/07/2020;Volume;224015851
4269;13/07/2020;Volume;261690866
4270;14/07/2020;Volume;203397123
4271;15/07/2020;Volume;169152686
4272;16/07/2020;Volume;191191483
4273;17/07/2020;Volume;153498441
4274;18/07/2020;Volume;149402466
4275;19/07/2020;Volume;213342724
4276;20/07/2020;Volume;203143854
4277;21/07/2020;Volume;187854335
4278;22/07/2020;Volume;191909868
4279;23/07/2020;Volume;220207323
4280;24/07/2020;Volume;248008823
4281;25/07/2020;Volume;257057785
4282;26/07/2020;Volume;248581857
4283;27/07/2020;Volume;325386899
4284;28/07/2020;Volume;284409544
4285;29/07/2020;Volume;204440432
4286;30/07/2020;Volume;200436410
4287;31/07/2020;Volume;229781080
4288;01/08/2020;Volume;264604008
4289;02/08/2020;Volume;299350525
4290;03/08/2020;Volume;265708949
4291;04/08/2020;Volume;241931958
4292;05/08/2020;Volume;344072749
4293;06/08/2020;Volume;246554661
4294;07/08/2020;Volume;326409994
4295;08/08/2020;Volume;236392685
4296;09/08/2020;Volume;216694610
4297;10/08/2020;Volume;239664308
4298;11/08/2020;Volume;310846749
4299;12/08/2020;Volume;256078366
4300;13/08/2020;Volume;299981376
4301;14/08/2020;Volume;357386067
4302;15/08/2020;Volume;269746412
4303;16/08/2020;Volume;271264839
4304;17/08/2020;Volume;264606385
4305;18/08/2020;Volume;259152684
4306;19/08/2020;Volume;224754805
4307;20/08/2020;Volume;240389084
4308;21/08/2020;Volume;245533836
4309;22/08/2020;Volume;208053381
4310;23/08/2020;Volume;181970641
4311;24/08/2020;Volume;192633739
4312;25/08/2020;Volume;234877041
4313;26/08/2020;Volume;255812854
4314;27/08/2020;Volume;296206828
4315;28/08/2020;Volume;260086579
4316;29/08/2020;Volume;213897145
4317;30/08/2020;Volume;228141192
4318;31/08/2020;Volume;215511200
4319;01/09/2020;Volume;450200844
4320;02/09/2020;Volume;577817197
4321;03/09/2020;Volume;574956638
4322;04/09/2020;Volume;489923568
4323;05/09/2020;Volume;399969033
4324;06/09/2020;Volume;740680573
4325;07/09/2020;Volume;555588378
4326;08/09/2020;Volume;555422363
4327;09/09/2020;Volume;456284484
4328;10/09/2020;Volume;456365135
4329;11/09/2020;Volume;420689466
4330;12/09/2020;Volume;688007352
4331;13/09/2020;Volume;1144638251
4332;14/09/2020;Volume;1009392260
4333;15/09/2020;Volume;861821910
4334;16/09/2020;Volume;664539530
4335;17/09/2020;Volume;512578971
4336;18/09/2020;Volume;482149967
4337;19/09/2020;Volume;331216806
4338;20/09/2020;Volume;343197520
4339;21/09/2020;Volume;462503299
4340;22/09/2020;Volume;340023558
4341;23/09/2020;Volume;306156084
4342;24/09/2020;Volume;334899570
4343;25/09/2020;Volume;314771614
4344;26/09/2020;Volume;341846108
4345;27/09/2020;Volume;307235511
4346;28/09/2020;Volume;367437239
4347;29/09/2020;Volume;428302897
4348;30/09/2020;Volume;398597227
4349;01/10/2020;Volume;433273407
4350;02/10/2020;Volume;451282263
4351;03/10/2020;Volume;348883342
4352;04/10/2020;Volume;352002553
4353;05/10/2020;Volume;303807994
4354;06/10/2020;Volume;349841520
4355;07/10/2020;Volume;282017891
4356;08/10/2020;Volume;304551407
4357;09/10/2020;Volume;
4358;10/10/2020;Volume;426434526
4359;11/10/2020;Volume;408482939
4360;12/10/2020;Volume;
4361;13/10/2020;Volume;
4362;14/10/2020;Volume;460297911
4363;15/10/2020;Volume;504135680
4364;16/10/2020;Volume;546849696
4365;17/10/2020;Volume;377026508
4366;18/10/2020;Volume;440840685
4367;19/10/2020;Volume;385913101
4368;20/10/2020;Volume;493774162
4369;21/10/2020;Volume;510855830
4370;22/10/2020;Volume;530907796
4371;23/10/2020;Volume;514504830
4372;24/10/2020;Volume;407454460
4373;25/10/2020;Volume;391997739
4374;26/10/2020;Volume;624224136
4375;27/10/2020;Volume;715978374
4376;28/10/2020;Volume;477279858
4377;29/10/2020;Volume;426303252
4378;30/10/2020;Volume;531974962
4379;31/10/2020;Volume;360596998
4380;01/11/2020;Volume;338657898
4381;02/11/2020;Volume;390864652
4382;03/11/2020;Volume;457901613
4383;04/11/2020;Volume;383972480
4384;05/11/2020;Volume;299236756
4385;06/11/2020;Volume;343104562
4386;07/11/2020;Volume;362934993
4387;08/11/2020;Volume;321186882
4388;09/11/2020;Volume;335957338
4389;10/11/2020;Volume;310738349
4390;11/11/2020;Volume;279645463
4391;12/11/2020;Volume;266092376
4392;13/11/2020;Volume;292737428
4393;14/11/2020;Volume;254114574
4394;15/11/2020;Volume;254946427
4395;16/11/2020;Volume;275039274
4396;17/11/2020;Volume;320321793
4397;18/11/2020;Volume;327690836
4398;19/11/2020;Volume;282317319
4399;20/11/2020;Volume;321436881
4400;21/11/2020;Volume;419204706
4401;22/11/2020;Volume;426289161
4402;23/11/2020;Volume;433686948
4403;24/11/2020;Volume;840230024
4404;25/11/2020;Volume;599500600
4405;26/11/2020;Volume;659590250
4406;27/11/2020;Volume;361093513
4407;28/11/2020;Volume;338275296
4408;29/11/2020;Volume;347773041
4409;30/11/2020;Volume;389608481
4410;01/12/2020;Volume;467818960
4411;02/12/2020;Volume;371441750
4412;03/12/2020;Volume;324897560
4413;04/12/2020;Volume;362626786
4414;05/12/2020;Volume;307895991
4415;06/12/2020;Volume;249993855
4416;07/12/2020;Volume;238972454
4417;08/12/2020;Volume;323672206
4418;09/12/2020;Volume;323390504
4419;10/12/2020;Volume;263890750
4420;11/12/2020;Volume;278060132
4421;12/12/2020;Volume;238973887
4422;13/12/2020;Volume;265728020
4423;14/12/2020;Volume;335453986
4424;15/12/2020;Volume;294288115
4425;16/12/2020;Volume;347039607
4426;17/12/2020;Volume;479985920
4427;18/12/2020;Volume;359055461
4428;19/12/2020;Volume;534843839
4429;20/12/2020;Volume;583559932
4430;21/12/2020;Volume;583000547
4431;22/12/2020;Volume;563925549
4432;23/12/2020;Volume;582613805
4433;24/12/2020;Volume;488263504
4434;25/12/2020;Volume;421026462
4435;26/12/2020;Volume;434464851
4436;27/12/2020;Volume;567285548
4437;28/12/2020;Volume;611476292
4438;29/12/2020;Volume;938849532
4439;30/12/2020;Volume;501223201
4440;31/12/2020;Volume;404140896
4441;01/01/2021;Volume;459165743
4442;02/01/2021;Volume;521965394
4443;03/01/2021;Volume;758008613
4444;04/01/2021;Volume;807877171
4445;05/01/2021;Volume;644270927
4446;06/01/2021;Volume;641021601
4447;07/01/2021;Volume;829964770
4448;08/01/2021;Volume;650561500
4449;09/01/2021;Volume;590039660
4450;10/01/2021;Volume;701488832
4451;11/01/2021;Volume;890728694
4452;12/01/2021;Volume;567249584
4453;13/01/2021;Volume;542384725
4454;14/01/2021;Volume;534108764
4455;15/01/2021;Volume;562019413
4456;16/01/2021;Volume;604218252
4457;17/01/2021;Volume;664875513
4458;18/01/2021;Volume;586905636
4459;19/01/2021;Volume;750638729
4460;20/01/2021;Volume;684094133
4461;21/01/2021;Volume;621983627
4462;22/01/2021;Volume;561072899
4463;23/01/2021;Volume;468609053
4464;24/01/2021;Volume;450486066
4465;25/01/2021;Volume;507172505
4466;26/01/2021;Volume;546536514
4467;27/01/2021;Volume;519618043
4468;28/01/2021;Volume;525149092
4469;29/01/2021;Volume;651771603
4470;30/01/2021;Volume;533768579
4471;31/01/2021;Volume;512545443
4472;01/02/2021;Volume;1256933735
4473;02/02/2021;Volume;1006694242
4474;03/02/2021;Volume;714000888
4475;04/02/2021;Volume;940905214
4476;05/02/2021;Volume;1431595319
4477;06/02/2021;Volume;2114553792
4478;07/02/2021;Volume;1493688265
4479;08/02/2021;Volume;2133574291
4480;09/02/2021;Volume;4425849540
4481;10/02/2021;Volume;7000323240
4482;11/02/2021;Volume;2809765027
4483;12/02/2021;Volume;2981627650
4484;13/02/2021;Volume;2116751635
4485;14/02/2021;Volume;2312597445
4486;15/02/2021;Volume;2414986848
4487;16/02/2021;Volume;1925775294
4488;17/02/2021;Volume;5236224271
4489;18/02/2021;Volume;6110987389
4490;19/02/2021;Volume;17982945189
4491;20/02/2021;Volume;9680520706
4492;21/02/2021;Volume;8505963719
4493;22/02/2021;Volume;7885768925
4494;23/02/2021;Volume;8280752930
4495;24/02/2021;Volume;7154121651
4496;25/02/2021;Volume;4059853073
4497;26/02/2021;Volume;4167145958
4498;27/02/2021;Volume;2755271254
4499;28/02/2021;Volume;3129699003
4500;01/03/2021;Volume;5008256561
4501;02/03/2021;Volume;5882262804
4502;03/03/2021;Volume;5827707431
4503;04/03/2021;Volume;5580339595
4504;05/03/2021;Volume;4969642573
4505;06/03/2021;Volume;4489684331
4506;07/03/2021;Volume;5081569247
4507;08/03/2021;Volume;5016770824
4508;09/03/2021;Volume;8676266998
4509;10/03/2021;Volume;4544623650
4510;11/03/2021;Volume;4676132222
4511;12/03/2021;Volume;3960814749
4512;13/03/2021;Volume;2903774859
4513;14/03/2021;Volume;2044273970
4514;15/03/2021;Volume;2488528410
4515;16/03/2021;Volume;2425543830
4516;17/03/2021;Volume;2271426252
4517;18/03/2021;Volume;2445995134
4518;19/03/2021;Volume;1873443830
4519;20/03/2021;Volume;2004752539
4520;21/03/2021;Volume;1718563711
4521;22/03/2021;Volume;2323911466
4522;23/03/2021;Volume;2010488139
4523;24/03/2021;Volume;2385752951
4524;25/03/2021;Volume;2314734091
4525;26/03/2021;Volume;2099285452
4526;27/03/2021;Volume;2457659540
4527;28/03/2021;Volume;2527142069
4528;29/03/2021;Volume;2067448661
4529;30/03/2021;Volume;4039620710
4530;31/03/2021;Volume;3545493416
4531;01/04/2021;Volume;3718677616
4532;02/04/2021;Volume;3950524039
4533;03/04/2021;Volume;2953164849
4534;04/04/2021;Volume;3200674446
4535;05/04/2021;Volume;4073047973
4536;06/04/2021;Volume;5277448222
4537;07/04/2021;Volume;5976362849
4538;08/04/2021;Volume;4550316562
4539;09/04/2021;Volume;4701175013
4540;10/04/2021;Volume;6160670397
4541;11/04/2021;Volume;5697422904
4542;12/04/2021;Volume;14436315725
4543;13/04/2021;Volume;9433830832
4544;14/04/2021;Volume;7452346448
4545;15/04/2021;Volume;4608061831
4546;16/04/2021;Volume;6886285728
4547;17/04/2021;Volume;5195399091
4548;18/04/2021;Volume;6711806048
4549;19/04/2021;Volume;7141301320
4550;20/04/2021;Volume;9330924061
4551;21/04/2021;Volume;8456300946
4552;22/04/2021;Volume;8342960849
4553;23/04/2021;Volume;8893557870
4554;24/04/2021;Volume;4070234640
4555;25/04/2021;Volume;3419309603
4556;26/04/2021;Volume;4072866875
4557;27/04/2021;Volume;4050720272
4558;28/04/2021;Volume;3648784689
4559;29/04/2021;Volume;6585918998
4560;30/04/2021;Volume;5741358048
4561;01/05/2021;Volume;4065705136
4562;02/05/2021;Volume;3765184551
4563;03/05/2021;Volume;5274868721
4564;04/05/2021;Volume;5728175230
4565;05/05/2021;Volume;4248449283
4566;06/05/2021;Volume;3975000211
4567;07/05/2021;Volume;3658116306
4568;08/05/2021;Volume;3910931715
4569;09/05/2021;Volume;4321052943
4570;10/05/2021;Volume;5157435389
4571;11/05/2021;Volume;4865455319
4572;12/05/2021;Volume;4311561442
4573;13/05/2021;Volume;7417114170
4574;14/05/2021;Volume;3735474448
4575;15/05/2021;Volume;3480395174
4576;16/05/2021;Volume;4047395255
4577;17/05/2021;Volume;5123430659
4578;18/05/2021;Volume;3548216902
4579;19/05/2021;Volume;8779943654
4580;20/05/2021;Volume;7093839295
4581;21/05/2021;Volume;6291181865
4582;22/05/2021;Volume;3871242832
4583;23/05/2021;Volume;5336233746
4584;24/05/2021;Volume;6066277282
4585;25/05/2021;Volume;5656677341
4586;26/05/2021;Volume;4502557689
4587;27/05/2021;Volume;3965850350
4588;28/05/2021;Volume;4482824807
4589;29/05/2021;Volume;3070017878
4590;30/05/2021;Volume;3246314973
4591;31/05/2021;Volume;3865691845
4592;01/06/2021;Volume;3425775257
4593;02/06/2021;Volume;4486850584
4594;03/06/2021;Volume;4370188399
4595;04/06/2021;Volume;4951450795
4596;05/06/2021;Volume;3956143113
4597;06/06/2021;Volume;2101917655
4598;07/06/2021;Volume;2927240962
4599;08/06/2021;Volume;4491122307
4600;09/06/2021;Volume;3543408536
4601;10/06/2021;Volume;2505012942
4602;11/06/2021;Volume;2269923678
4603;12/06/2021;Volume;2146761411
4604;13/06/2021;Volume;2171880359
4605;14/06/2021;Volume;2271215183
4606;15/06/2021;Volume;2246535807
4607;16/06/2021;Volume;1626149384
4608;17/06/2021;Volume;1379161855
4609;18/06/2021;Volume;1613940591
4610;19/06/2021;Volume;1140833816
4611;20/06/2021;Volume;1756674565
4612;21/06/2021;Volume;2911962314
4613;22/06/2021;Volume;4089344405
4614;23/06/2021;Volume;3170293549
4615;24/06/2021;Volume;2323626593
4616;25/06/2021;Volume;2317971593
4617;26/06/2021;Volume;1921847994
4618;27/06/2021;Volume;1521388056
4619;28/06/2021;Volume;1722578691
4620;29/06/2021;Volume;1946428384
4621;30/06/2021;Volume;1903538448
4622;01/07/2021;Volume;1357794786
4623;02/07/2021;Volume;1133632645
4624;03/07/2021;Volume;1113777297
4625;04/07/2021;Volume;1387395766
4626;05/07/2021;Volume;1504869977
4627;06/07/2021;Volume;2203265498
4628;07/07/2021;Volume;2067233169
4629;08/07/2021;Volume;1883785090
4630;09/07/2021;Volume;1358583891
